																﻿"Artist","Track Title","ISRC","SXID","Effective %","Hold","Registrant","Payee ID#","Association Type"
																"Hawk Eye The Rapper","Will You Listen?","QZFZ62027665","SX212Y5ZS4","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Stay Real","QZFZ42008686","SX212YASQ3","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Syntax","QZFZ42008685","SX212YASQ4","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Monumental","QZFZ42008682","SX212YASQ7","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Haunted","QZFZ42008681","SX212YASQ8","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Ashes","QZFZ42008680","SX212YASQ9","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Fuck Society","QZFZ42008679","SX212YASQA","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Lifted","QZFZ42008678","SX212YASQB","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Full Disclosure","QZFZ42008677","SX212YASQC","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Shakur (Feat. Zenith)","QZFZ42008675","SX212YASQE","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Swordfish","QZFZ42008673","SX212YASQG","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Spiteful Poetry","QZDA62424851","SX214WKX1V","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Never Heard Of Me?","QZDA62424850","SX214WKX1W","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","The Game","QZDA62424852","SX214WKX1Y","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Relentless","QZDA62424849","SX214WKX22","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Synthesis","QZDA62424855","SX214WKX23","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","When Shit Gets Real","QZDA62424854","SX214WKX24","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Psychological Warfare","QZDA62424846","SX214WKX25","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Krystal Klear","QZDA62424857","SX214WKX26","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Reincarnated 2 Resist","QZFZ22212091","SX212RLOSS","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Legion","QZFZ22212089","SX212RLOSU","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Artificial Intelligence","QZFZ22212088","SX212RLOSV","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Avalanche","QZFZ22212087","SX212RLOSW","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Fema","QZFZ22212085","SX212RLOSY","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Implants","QZFZ22212083","SX212RLOT0","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Eyes Wide Open","QZFZ22212081","SX212RLOT2","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Soft Disclosure","QZFZ22212079","SX212RLOT4","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","The Story Celebrated Throughout Time","QZHN92001340","SX212X6Q00","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Semi-Automatic","QZHN92001337","SX212X6Q03","100.0","No","Ethan Womack","2180550877","Artist"
																"Hawk Eye The Rapper","Menace To Society","QZHN92001336","SX212X6Q04","100.0","No","Ethan Womack","2180550877","Artist"
